ZICDFULLID,ICD_GROUP,ICD_GROUP_DESC,ZICD3CHARID,ICD3CHAR_DESC,SHORTDESC
A504,A50-A64,"Infections with a predominantly sexual mode of transmission
",A50,Congenital syphilis,Late congenital neurosyphilis [juvenile neurosyphilis]
A505,A50-A64,"Infections with a predominantly sexual mode of transmission
",A50,Congenital syphilis,"Other late congenital syphilis, symptomatic"
A506,A50-A64,"Infections with a predominantly sexual mode of transmission
",A50,Congenital syphilis,"Late congenital syphilis, latent"
A507,A50-A64,"Infections with a predominantly sexual mode of transmission
",A50,Congenital syphilis,"Late congenital syphilis, unspecified"
A509,A50-A64,"Infections with a predominantly sexual mode of transmission
",A50,Congenital syphilis,"Congenital syphilis, unspecified"
A51,A50-A64,"Infections with a predominantly sexual mode of transmission
",A51,Early syphilis,Early syphilis
A510,A50-A64,"Infections with a predominantly sexual mode of transmission
",A51,Early syphilis,Primary genital syphilis
A511,A50-A64,"Infections with a predominantly sexual mode of transmission
",A51,Early syphilis,Primary anal syphilis
A512,A50-A64,"Infections with a predominantly sexual mode of transmission
",A51,Early syphilis,Primary syphilis of other sites
A513,A50-A64,"Infections with a predominantly sexual mode of transmission
",A51,Early syphilis,Secondary syphilis of skin and mucous membranes
A514,A50-A64,"Infections with a predominantly sexual mode of transmission
",A51,Early syphilis,Other secondary syphilis
A515,A50-A64,"Infections with a predominantly sexual mode of transmission
",A51,Early syphilis,"Early syphilis, latent"
A519,A50-A64,"Infections with a predominantly sexual mode of transmission
",A51,Early syphilis,"Early syphilis, unspecified"
A52,A50-A64,"Infections with a predominantly sexual mode of transmission
",A52,Late syphilis,Late syphilis
A520,A50-A64,"Infections with a predominantly sexual mode of transmission
",A52,Late syphilis,Cardiovascular syphilis
A521,A50-A64,"Infections with a predominantly sexual mode of transmission
",A52,Late syphilis,Symptomatic neurosyphilis
A522,A50-A64,"Infections with a predominantly sexual mode of transmission
",A52,Late syphilis,Asymptomatic neurosyphilis
A523,A50-A64,"Infections with a predominantly sexual mode of transmission
",A52,Late syphilis,"Neurosyphilis, unspecified"
A527,A50-A64,"Infections with a predominantly sexual mode of transmission
",A52,Late syphilis,Other symptomatic late syphilis
A528,A50-A64,"Infections with a predominantly sexual mode of transmission
",A52,Late syphilis,"Late syphilis, latent"
A529,A50-A64,"Infections with a predominantly sexual mode of transmission
",A52,Late syphilis,"Late syphilis, unspecified"
A53,A50-A64,"Infections with a predominantly sexual mode of transmission
",A53,Other and unspecified syphilis,Other and unspecified syphilis
A530,A50-A64,"Infections with a predominantly sexual mode of transmission
",A53,Other and unspecified syphilis,"Latent syphilis, unspecified as early or late"
A539,A50-A64,"Infections with a predominantly sexual mode of transmission
",A53,Other and unspecified syphilis,"Syphilis, unspecified"
A54,A50-A64,"Infections with a predominantly sexual mode of transmission
",A54,Gonococcal infection,Gonococcal infection
A540,A50-A64,"Infections with a predominantly sexual mode of transmission
",A54,Gonococcal infection,Gonococcal infection of lower genito-urinary tract without periurethral or accessory gland abscess
A541,A50-A64,"Infections with a predominantly sexual mode of transmission
",A54,Gonococcal infection,Gonococcal infection of lower genito-urinary tract with periurethral and accessory gland abscess
A542,A50-A64,"Infections with a predominantly sexual mode of transmission
",A54,Gonococcal infection,Gonococcal pelviperitonitis and other gonococcal genito-urinary infections
A543,A50-A64,"Infections with a predominantly sexual mode of transmission
",A54,Gonococcal infection,Gonococcal infection of eye
A544,A50-A64,"Infections with a predominantly sexual mode of transmission
",A54,Gonococcal infection,Gonococcal infection of musculoskeletal system
A545,A50-A64,"Infections with a predominantly sexual mode of transmission
",A54,Gonococcal infection,Gonococcal pharyngitis
A546,A50-A64,"Infections with a predominantly sexual mode of transmission
",A54,Gonococcal infection,Gonococcal infection of anus and rectum
A548,A50-A64,"Infections with a predominantly sexual mode of transmission
",A54,Gonococcal infection,Other gonococcal infections
A549,A50-A64,"Infections with a predominantly sexual mode of transmission
",A54,Gonococcal infection,"Gonococcal infection, unspecified"
A55,A50-A64,"Infections with a predominantly sexual mode of transmission
",A55,Chlamydial lymphogranuloma (venereum),Chlamydial lymphogranuloma (venereum)
A56,A50-A64,"Infections with a predominantly sexual mode of transmission
",A56,Other sexually transmitted chlamydial diseases,Other sexually transmitted chlamydial diseases
A560,A50-A64,"Infections with a predominantly sexual mode of transmission
",A56,Other sexually transmitted chlamydial diseases,Chlamydial infection of lower genito-urinary tract
A561,A50-A64,"Infections with a predominantly sexual mode of transmission
",A56,Other sexually transmitted chlamydial diseases,Chlamydial infection of pelviperitoneum and other genito-urinary organs
A562,A50-A64,"Infections with a predominantly sexual mode of transmission
",A56,Other sexually transmitted chlamydial diseases,"Chlamydial infection of genito-urinary tract, unspecified"
A563,A50-A64,"Infections with a predominantly sexual mode of transmission
",A56,Other sexually transmitted chlamydial diseases,Chlamydial infection of anus and rectum
A564,A50-A64,"Infections with a predominantly sexual mode of transmission
",A56,Other sexually transmitted chlamydial diseases,Chlamydial infection of pharynx
A568,A50-A64,"Infections with a predominantly sexual mode of transmission
",A56,Other sexually transmitted chlamydial diseases,Sexually transmitted chlamydial infection of other sites
A57,A50-A64,"Infections with a predominantly sexual mode of transmission
",A57,Chancroid,Chancroid
A58,A50-A64,"Infections with a predominantly sexual mode of transmission
",A58,Granuloma inguinale,Granuloma inguinale
A59,A50-A64,"Infections with a predominantly sexual mode of transmission
",A59,Trichomoniasis,Trichomoniasis
A590,A50-A64,"Infections with a predominantly sexual mode of transmission
",A59,Trichomoniasis,Urogenital trichomoniasis
A598,A50-A64,"Infections with a predominantly sexual mode of transmission
",A59,Trichomoniasis,Trichomoniasis of other sites
A599,A50-A64,"Infections with a predominantly sexual mode of transmission
",A59,Trichomoniasis,"Trichomoniasis, unspecified"
A60,A50-A64,"Infections with a predominantly sexual mode of transmission
",A60,Anogenital herpesviral [herpes simplex] infections,Anogenital herpesviral [herpes simplex] infections
A600,A50-A64,"Infections with a predominantly sexual mode of transmission
",A60,Anogenital herpesviral [herpes simplex] infections,Herpesviral infection of genitalia and urogenital tract
A601,A50-A64,"Infections with a predominantly sexual mode of transmission
",A60,Anogenital herpesviral [herpes simplex] infections,Herpesviral infection of perianal skin and rectum
A609,A50-A64,"Infections with a predominantly sexual mode of transmission
",A60,Anogenital herpesviral [herpes simplex] infections,"Anogenital herpesviral infection, unspecified"
A63,A50-A64,"Infections with a predominantly sexual mode of transmission
",A63,"Other predominantly sexually transmitted diseases, not elsewhere classified","Other predominantly sexually transmitted diseases, not elsewhere classified"
A630,A50-A64,"Infections with a predominantly sexual mode of transmission
",A63,"Other predominantly sexually transmitted diseases, not elsewhere classified",Anogenital (venereal) warts
A638,A50-A64,"Infections with a predominantly sexual mode of transmission
",A63,"Other predominantly sexually transmitted diseases, not elsewhere classified",Other specified predominantly sexually transmitted diseases
A64,A50-A64,"Infections with a predominantly sexual mode of transmission
",A64,Unspecified sexually transmitted disease,Unspecified sexually transmitted disease
A65,A65-A69,"Other spirochaetal diseases
",A65,Non-venereal syphilis,Non-venereal syphilis
A66,A65-A69,"Other spirochaetal diseases
",A66,Yaws,Yaws
A660,A65-A69,"Other spirochaetal diseases
",A66,Yaws,Initial lesions of yaws
A661,A65-A69,"Other spirochaetal diseases
",A66,Yaws,Multiple papillomata and wet crab yaws
A662,A65-A69,"Other spirochaetal diseases
",A66,Yaws,Other early skin lesions of yaws
A663,A65-A69,"Other spirochaetal diseases
",A66,Yaws,Hyperkeratosis of yaws
A664,A65-A69,"Other spirochaetal diseases
",A66,Yaws,Gummata and ulcers of yaws
A665,A65-A69,"Other spirochaetal diseases
",A66,Yaws,Gangosa
A666,A65-A69,"Other spirochaetal diseases
",A66,Yaws,Bone and joint lesions of yaws
A667,A65-A69,"Other spirochaetal diseases
",A66,Yaws,Other manifestations of yaws
A668,A65-A69,"Other spirochaetal diseases
",A66,Yaws,Latent yaws
A669,A65-A69,"Other spirochaetal diseases
",A66,Yaws,"Yaws, unspecified"
A67,A65-A69,"Other spirochaetal diseases
",A67,Pinta [carate],Pinta [carate]
A670,A65-A69,"Other spirochaetal diseases
",A67,Pinta [carate],Primary lesions of pinta
A671,A65-A69,"Other spirochaetal diseases
",A67,Pinta [carate],Intermediate lesions of pinta
A672,A65-A69,"Other spirochaetal diseases
",A67,Pinta [carate],Late lesions of pinta
A673,A65-A69,"Other spirochaetal diseases
",A67,Pinta [carate],Mixed lesions of pinta
A679,A65-A69,"Other spirochaetal diseases
",A67,Pinta [carate],"Pinta, unspecified"
A68,A65-A69,"Other spirochaetal diseases
",A68,Relapsing fevers,Relapsing fevers
A680,A65-A69,"Other spirochaetal diseases
",A68,Relapsing fevers,Louse-borne relapsing fever
A681,A65-A69,"Other spirochaetal diseases
",A68,Relapsing fevers,Tick-borne relapsing fever
A689,A65-A69,"Other spirochaetal diseases
",A68,Relapsing fevers,"Relapsing fever, unspecified"
A69,A65-A69,"Other spirochaetal diseases
",A69,Other spirochaetal infections,Other spirochaetal infections
A690,A65-A69,"Other spirochaetal diseases
",A69,Other spirochaetal infections,Necrotising ulcerative stomatitis
A691,A65-A69,"Other spirochaetal diseases
",A69,Other spirochaetal infections,Other Vincent's infections
A692,A65-A69,"Other spirochaetal diseases
",A69,Other spirochaetal infections,Lyme disease
A698,A65-A69,"Other spirochaetal diseases
",A69,Other spirochaetal infections,Other specified spirochaetal infections
A699,A65-A69,"Other spirochaetal diseases
",A69,Other spirochaetal infections,"Spirochaetal infection, unspecified"
A70,A70-A74,"Other diseases caused by chlamydiae
",A70,Chlamydia psittaci infection,Chlamydia psittaci infection
A71,A70-A74,"Other diseases caused by chlamydiae
",A71,Trachoma,Trachoma
A710,A70-A74,"Other diseases caused by chlamydiae
",A71,Trachoma,Initial stage of trachoma
A711,A70-A74,"Other diseases caused by chlamydiae
",A71,Trachoma,Active stage of trachoma
A719,A70-A74,"Other diseases caused by chlamydiae
",A71,Trachoma,"Trachoma, unspecified"
A74,A70-A74,"Other diseases caused by chlamydiae
",A74,Other diseases caused by chlamydiae,Other diseases caused by chlamydiae
A740,A70-A74,"Other diseases caused by chlamydiae
",A74,Other diseases caused by chlamydiae,Chlamydial conjunctivitis
A748,A70-A74,"Other diseases caused by chlamydiae
",A74,Other diseases caused by chlamydiae,Other chlamydial diseases
A749,A70-A74,"Other diseases caused by chlamydiae
",A74,Other diseases caused by chlamydiae,"Chlamydial infection, unspecified"
A75,A75-A79,"Rickettsioses
",A75,Typhus fever,Typhus fever
A750,A75-A79,"Rickettsioses
",A75,Typhus fever,Epidemic louse-borne typhus fever due to Rickettsia prowazekii
A751,A75-A79,"Rickettsioses
",A75,Typhus fever,Recrudescent typhus [Brill's disease]
A752,A75-A79,"Rickettsioses
",A75,Typhus fever,Typhus fever due to Rickettsia typhi
A753,A75-A79,"Rickettsioses
",A75,Typhus fever,Typhus fever due to Rickettsia tsutsugamushi
A759,A75-A79,"Rickettsioses
",A75,Typhus fever,"Typhus fever, unspecified"
A77,A75-A79,"Rickettsioses
",A77,Spotted fever [tick-borne rickettsioses],Spotted fever [tick-borne rickettsioses]
A770,A75-A79,"Rickettsioses
",A77,Spotted fever [tick-borne rickettsioses],Spotted fever due to Rickettsia rickettsii
A771,A75-A79,"Rickettsioses
",A77,Spotted fever [tick-borne rickettsioses],Spotted fever due to Rickettsia conorii
A772,A75-A79,"Rickettsioses
",A77,Spotted fever [tick-borne rickettsioses],Spotted fever due to Rickettsia siberica
A773,A75-A79,"Rickettsioses
",A77,Spotted fever [tick-borne rickettsioses],Spotted fever due to Rickettsia australis
A778,A75-A79,"Rickettsioses
",A77,Spotted fever [tick-borne rickettsioses],Other spotted fevers
A779,A75-A79,"Rickettsioses
",A77,Spotted fever [tick-borne rickettsioses],"Spotted fever, unspecified"
A78,A75-A79,"Rickettsioses
",A78,Q fever,Q fever
A79,A75-A79,"Rickettsioses
",A79,Other rickettsioses,Other rickettsioses
A790,A75-A79,"Rickettsioses
",A79,Other rickettsioses,Trench fever
A791,A75-A79,"Rickettsioses
",A79,Other rickettsioses,Rickettsialpox due to Rickettsia akari
A798,A75-A79,"Rickettsioses
",A79,Other rickettsioses,Other specified rickettsioses
A799,A75-A79,"Rickettsioses
",A79,Other rickettsioses,"Rickettsiosis, unspecified"
A80,A80-A89,"Viral diseases of the central nervous system
",A80,Acute poliomyelitis,Acute poliomyelitis
A800,A80-A89,"Viral diseases of the central nervous system
",A80,Acute poliomyelitis,"Acute paralytic poliomyelitis, vaccine-associated"
A801,A80-A89,"Viral diseases of the central nervous system
",A80,Acute poliomyelitis,"Acute paralytic poliomyelitis, wild virus, imported"
A802,A80-A89,"Viral diseases of the central nervous system
",A80,Acute poliomyelitis,"Acute paralytic poliomyelitis, wild virus, indigenous"
A803,A80-A89,"Viral diseases of the central nervous system
",A80,Acute poliomyelitis,"Acute paralytic poliomyelitis, other and unspecified"
A804,A80-A89,"Viral diseases of the central nervous system
",A80,Acute poliomyelitis,Acute nonparalytic poliomyelitis
A809,A80-A89,"Viral diseases of the central nervous system
",A80,Acute poliomyelitis,"Acute poliomyelitis, unspecified"
A81,A80-A89,"Viral diseases of the central nervous system
",A81,Atypical virus infections of central nervous system,Atypical virus infections of central nervous system
A810,A80-A89,"Viral diseases of the central nervous system
",A81,Atypical virus infections of central nervous system,Creutzfeldt-Jakob disease
A811,A80-A89,"Viral diseases of the central nervous system
",A81,Atypical virus infections of central nervous system,Subacute sclerosing panencephalitis
A812,A80-A89,"Viral diseases of the central nervous system
",A81,Atypical virus infections of central nervous system,Progressive multifocal leukoencephalopathy
A818,A80-A89,"Viral diseases of the central nervous system
",A81,Atypical virus infections of central nervous system,Other atypical virus infections of central nervous system
A819,A80-A89,"Viral diseases of the central nervous system
",A81,Atypical virus infections of central nervous system,"Atypical virus infection of central nervous system, unspecified"
A82,A80-A89,"Viral diseases of the central nervous system
",A82,Rabies,Rabies
A820,A80-A89,"Viral diseases of the central nervous system
",A82,Rabies,Sylvatic rabies
A821,A80-A89,"Viral diseases of the central nervous system
",A82,Rabies,Urban rabies
A829,A80-A89,"Viral diseases of the central nervous system
",A82,Rabies,"Rabies, unspecified"
A83,A80-A89,"Viral diseases of the central nervous system
",A83,Mosquito-borne viral encephalitis,Mosquito-borne viral encephalitis
A830,A80-A89,"Viral diseases of the central nervous system
",A83,Mosquito-borne viral encephalitis,Japanese encephalitis
A831,A80-A89,"Viral diseases of the central nervous system
",A83,Mosquito-borne viral encephalitis,Western equine encephalitis
A832,A80-A89,"Viral diseases of the central nervous system
",A83,Mosquito-borne viral encephalitis,Eastern equine encephalitis
A833,A80-A89,"Viral diseases of the central nervous system
",A83,Mosquito-borne viral encephalitis,St. Louis encephalitis
